reference,verse,url,match,likely,most_unusual_phrase,token_count,proportion,tfidf,tf,position_range,position_sd,page,runs_pval
1 Samuel 19:24 (KJV),"And he stripped off his clothes also, and prophesied before Samuel in like manner, and lay down naked all that day and all that night. Wherefore they say, Is Saul also among the prophets?",http://chroniclingamerica.loc.gov/lccn/sn83016926/1874-05-21/ed-1/seq-3/#words=stripped+off+clothes+also+prophesied+before+samuel+like+manner+lay+down+naked+all+day+all+night+wherefore+say+saul+also+among+prophets,,possibly,all day all night,3,0.0555555555555556,0.497707391314522,0.0555555555555556,3,1.52752523165195,sn83016926/1874-05-21/ed-1/seq-3/,0
Acts 27:29 (KJV),"Then fearing lest we should have fallen upon rocks, they cast four anchors out of the stern, and wished for the day.",http://chroniclingamerica.loc.gov/lccn/sn85029677/1900-05-03/ed-1/seq-2/#words=fearing+lest+we+should+fallen+upon+rocks+cast+four+anchors+out+stern+wished+day,,no,we should have,1,0.0277777777777778,0.256844864336477,0.0277777777777778,NA,NA,sn85029677/1900-05-03/ed-1/seq-2/,0.989171537215711
Mark 6:46 (KJV),"And when he had sent them away, he departed into a mountain to pray.",http://chroniclingamerica.loc.gov/lccn/sn82014681/1883-01-20/ed-1/seq-3/#words=when+had+sent+away+departed+mountain+pray,,possibly,had sent them,1,0.0714285714285714,0.639909503118671,0.0714285714285714,NA,NA,sn82014681/1883-01-20/ed-1/seq-3/,0.977869245412632
Ezekiel 39:7 (KJV),"So will I make my holy name known in the midst of my people Israel; and I will not let them pollute my holy name any more: and the heathen shall know that I am the LORD, the Holy One in Israel.",http://chroniclingamerica.loc.gov/lccn/sn82016419/1880-07-16/ed-1/seq-1/#words=so+i+make+my+holy+name+known+midst+my+people+israel+i+let+pollute+my+holy+name+any+more+heathen+shall+know+i+am+lord+holy+one+israel,,no,not let them,1,0.0169491525423729,0.144970642975478,0.0169491525423729,NA,NA,sn82016419/1880-07-16/ed-1/seq-1/,0.993179186521786
Matthew 17:27 (KJV),"Notwithstanding, lest we should offend them, go thou to the sea, and cast an hook, and take up the fish that first cometh up; and when thou hast opened his mouth, thou shalt find a piece of money: that take, and give unto them for me and thee.",http://chroniclingamerica.loc.gov/lccn/sn83016475/1840-05-30/ed-1/seq-2/#words=notwithstanding+lest+we+should+offend+go+thou+sea+cast+hook+take+up+fish+first+cometh+up+when+thou+hast+opened+mouth+thou+shalt+find+piece+money+take+give+unto+me+thee,,no,lest we should,1,0.0116279069767442,0.104171314461179,0.0116279069767442,NA,NA,sn83016475/1840-05-30/ed-1/seq-2/,0.989707785063098
1 Kings 12:9 (KJV),"And he said unto them, What counsel give ye that we may answer this people, who have spoken to me, saying, Make the yoke which thy father did put upon us lighter?",http://chroniclingamerica.loc.gov/lccn/sn98066406/1903-07-24/ed-1/seq-7/#words=said+unto+what+counsel+give+ye+we+may+answer+people+spoken+me+saying+make+yoke+thy+father+did+put+upon+us+lighter,,no,people who have,1,0.00769230769230769,0.148490464988021,0.0153846153846154,NA,NA,sn98066406/1903-07-24/ed-1/seq-7/,0.989015660459953
Genesis 3:4 (KJV),"And the serpent said unto the woman, Ye shall not surely die:",http://chroniclingamerica.loc.gov/lccn/sn87008085/1909-04-29/ed-1/seq-4/#words=serpent+said+unto+woman+ye+shall+surely+die,,yes,not surely die,5,0.3125,3.01621257006917,0.3125,6,2.16024689946929,sn87008085/1909-04-29/ed-1/seq-4/,0
Psalm 7:3 (KJV),"O LORD my God, if I have done this; if there be iniquity in my hands;",http://chroniclingamerica.loc.gov/lccn/sn85034235/1883-09-06/ed-1/seq-1/#words=o+lord+my+god+i+done+iniquity+my+hands,,possibly,have done if,1,0.0588235294117647,0.567757660248314,0.0588235294117647,NA,NA,sn85034235/1883-09-06/ed-1/seq-1/,0.98941720721431
Leviticus 10:19 (KJV),"And Aaron said unto Moses, Behold, this day have they offered their sin offering and their burnt offering before the LORD; and such things have befallen me: and if I had eaten the sin offering to day, should it have been accepted in the sight of the LORD?",http://chroniclingamerica.loc.gov/lccn/sn85066387/1901-11-27/ed-1/seq-3/#words=aaron+said+unto+moses+behold+day+offered+sin+offering+burnt+offering+before+lord+things+befallen+me+i+had+eaten+sin+offering+day+should+been+accepted+sight+lord,,no,me if had,1,0.0126582278481013,0.122175699040776,0.0126582278481013,NA,NA,sn85066387/1901-11-27/ed-1/seq-3/,0.989506816275119
Deuteronomy 32:30 (KJV),"How should one chase a thousand, and two put ten thousand to flight, except their Rock had sold them, and the LORD had shut them up?",http://chroniclingamerica.loc.gov/lccn/sn89058007/1895-06-14/ed-1/seq-4/#words=how+should+one+chase+thousand+two+put+ten+thousand+flight+except+rock+had+sold+lord+had+shut+up,,yes,chase thousand put,9,0.204545454545455,1.97424822768164,0.204545454545455,9,2.93446947694317,sn89058007/1895-06-14/ed-1/seq-4/,0
1 Peter 1:5 (KJV),Who are kept by the power of God through faith unto salvation ready to be revealed in the last time.,http://chroniclingamerica.loc.gov/lccn/sn85034248/1904-08-20/ed-1/seq-6/#words=kept+power+god+through+faith+unto+salvation+ready+revealed+last+time,,yes,kept power god through,12,0.444444444444444,4.28972454409837,0.444444444444444,27,9.94035241128835,sn85034248/1904-08-20/ed-1/seq-6/,0
Psalm 45:14 (KJV),She shall be brought unto the king in raiment of needlework: the virgins her companions that follow her shall be brought unto thee.,http://chroniclingamerica.loc.gov/lccn/sn85033395/1861-10-03/ed-1/seq-4/#words=shall+brought+unto+king+raiment+needlework+virgins+companions+follow+shall+brought+unto+thee,,yes,unto king raiment needlework,8,0.285714285714286,2.74319916734509,0.285714285714286,9,2.93446947694317,sn85033395/1861-10-03/ed-1/seq-4/,0
John 14:9 (KJV),"Jesus saith unto him, Have I been so long time with you, and yet hast thou not known me, Philip? he that hath seen me hath seen the Father; and how sayest thou then, Shew us the Father?",http://chroniclingamerica.loc.gov/lccn/sn89058336/1915-11-19/ed-1/seq-6/#words=jesus+saith+unto+i+been+so+long+time+you+yet+hast+thou+known+me+philip+hath+seen+me+hath+seen+father+how+sayest+thou+shew+us+father,,no,so long time,1,0.0136986301369863,0.122722370461115,0.0136986301369863,NA,NA,sn89058336/1915-11-19/ed-1/seq-6/,0.987870162641994
Song of Solomon 3:4 (KJV),"It was but a little that I passed from them, but I found him whom my soul loveth: I held him, and would not let him go, until I had brought him into my mother's house, and into the chamber of her that conceived me.",http://chroniclingamerica.loc.gov/lccn/sn84026707/1866-09-20/ed-1/seq-1/#words=little+i+passed+i+found+whom+my+soul+loveth+i+held+would+let+go+until+i+had+brought+my+mother's+house+chamber+conceived+me,,no,would not let,1,0.00833333333333333,0.142554465592554,0.0166666666666667,NA,NA,sn84026707/1866-09-20/ed-1/seq-1/,0.986086524298033
John 14:18 (KJV),I will not leave you comfortless: I will come to you.,http://chroniclingamerica.loc.gov/lccn/sn86069643/1912-03-07/ed-1/seq-1/#words=i+leave+you+comfortless+i+come+you,,yes,not leave comfortless,1,0.333333333333333,3.21729340807378,0.333333333333333,NA,NA,sn86069643/1912-03-07/ed-1/seq-1/,0.987080098404019
Proverbs 31:12 (KJV),She will do him good and not evil all the days of her life.,http://chroniclingamerica.loc.gov/lccn/sn85033681/1875-01-06/ed-1/seq-4/#words=good+evil+all+days+life,,yes,good not evil all,6,0.545454545454546,5.2278014761109,0.545454545454546,6,2.16024689946929,sn85033681/1875-01-06/ed-1/seq-4/,0
Jeremiah 48:6 (KJV),"Flee, save your lives, and be like the heath in the wilderness.",http://chroniclingamerica.loc.gov/lccn/sn87056248/1860-10-18/ed-1/seq-1/#words=flee+save+your+lives+like+heath+wilderness,,possibly,save your lives,1,0.0833333333333333,0.770534593009431,0.0833333333333333,NA,NA,sn87056248/1860-10-18/ed-1/seq-1/,0.991072029420311
Deuteronomy 12:4 (KJV),Ye shall not do so unto the LORD your God.,http://chroniclingamerica.loc.gov/lccn/sn84023209/1867-05-08/ed-1/seq-2/#words=ye+shall+so+unto+lord+your+god,,possibly,not so unto,1,0.1,0.924641511611317,0.1,NA,NA,sn84023209/1867-05-08/ed-1/seq-2/,0.993159286069182
Colossians 3:14 (KJV),"And above all these things put on charity, which is the bond of perfectness.",http://chroniclingamerica.loc.gov/lccn/sn93067659/1904-11-23/ed-1/seq-7/#words=above+all+things+put+charity+bond+perfectness,,possibly,above all things,1,0.0666666666666667,0.570217862370215,0.0666666666666667,NA,NA,sn93067659/1904-11-23/ed-1/seq-7/,0.989273296725064
Isaiah 58:8 (KJV),"Then shall thy light break forth as the morning, and thine health shall spring forth speedily: and thy righteousness shall go before thee; the glory of the LORD shall be thy rereward.",http://chroniclingamerica.loc.gov/lccn/sn83035487/1861-04-27/ed-1/seq-2/#words=shall+thy+light+break+forth+morning+thine+health+shall+spring+forth+speedily+thy+righteousness+shall+go+before+thee+glory+lord+shall+thy+rereward,,yes,before thee glory,22,0.360655737704918,3.44132781646261,0.360655737704918,48,16.8672888984154,sn83035487/1861-04-27/ed-1/seq-2/,0
Psalm 21:8 (KJV),Thine hand shall find out all thine enemies: thy right hand shall find out those that hate thee.,http://chroniclingamerica.loc.gov/lccn/sn85042414/1921-02-18/ed-1/seq-4/#words=thine+hand+shall+find+out+all+thine+enemies+thy+right+hand+shall+find+out+those+hate+thee,,no,find out all,1,0.0277777777777778,0.268107784006148,0.0277777777777778,NA,NA,sn85042414/1921-02-18/ed-1/seq-4/,0.990076195730666
Luke 3:13 (KJV),"And he said unto them, Exact no more than that which is appointed you.",http://chroniclingamerica.loc.gov/lccn/sn82015387/1896-08-08/ed-1/seq-4/#words=said+unto+exact+more+than+appointed+you,,possibly,no more than,1,0.0588235294117647,0.543906771536069,0.0588235294117647,NA,NA,sn82015387/1896-08-08/ed-1/seq-4/,0.989692337291719
Job 39:25 (KJV),"He saith among the trumpets, Ha, ha; and he smelleth the battle afar off, the thunder of the captains, and the shouting.",http://chroniclingamerica.loc.gov/lccn/sn84026688/1898-10-27/ed-1/seq-1/#words=saith+among+trumpets+ha+ha+smelleth+battle+afar+off+thunder+captains+shouting,,yes,battle afar off,6,0.222222222222222,2.14486227204919,0.222222222222222,18,8.32866535926775,sn84026688/1898-10-27/ed-1/seq-1/,1.63938939651734e-241
Acts 20:9 (KJV),"And there sat in a window a certain young man named Eutychus, being fallen into a deep sleep: and as Paul was long preaching, he sunk down with sleep, and fell down from the third loft, and was taken up dead.",http://chroniclingamerica.loc.gov/lccn/sn84026688/1903-07-23/ed-1/seq-3/#words=sat+window+certain+young+man+named+eutychus+being+fallen+deep+sleep+paul+long+preaching+sunk+down+sleep+fell+down+third+loft+taken+up+dead,,no,young man named,1,0.0158730158730159,0.153204448003513,0.0158730158730159,NA,NA,sn84026688/1903-07-23/ed-1/seq-3/,0.989501367471757
Luke 4:16 (KJV),"And he came to Nazareth, where he had been brought up: and, as his custom was, he went into the synagogue on the sabbath day, and stood up for to read.",http://chroniclingamerica.loc.gov/lccn/sn90059180/1898-07-15/ed-1/seq-1/#words=came+nazareth+where+had+been+brought+up+custom+went+synagogue+sabbath+day+stood+up+read,,no,where had been,2,0.0111111111111111,0.513689728672954,0.0555555555555556,123,86.9741340859454,sn90059180/1898-07-15/ed-1/seq-1/,0.967421978328227
Luke 2:42 (KJV),"And when he was twelve years old, they went up to Jerusalem after the custom of the feast.",http://chroniclingamerica.loc.gov/lccn/sn86053569/1838-12-01/ed-1/seq-4/#words=when+twelve+years+old+went+up+jerusalem+after+custom+feast,,possibly,when years old,1,0.0588235294117647,0.543906771536069,0.0588235294117647,NA,NA,sn86053569/1838-12-01/ed-1/seq-4/,0.990367922269128
Genesis 15:9 (KJV),"And he said unto him, Take me an heifer of three years old, and a she goat of three years old, and a ram of three years old, and a turtledove, and a young pigeon.",http://chroniclingamerica.loc.gov/lccn/sn84026688/1903-01-29/ed-1/seq-1/#words=said+unto+take+me+heifer+three+years+old+goat+three+years+old+ram+three+years+old+turtledove+young+pigeon,,yes,him take me heifer,53,0.666666666666667,11.3061569591443,1.17777777777778,480,171.312316006131,sn84026688/1903-01-29/ed-1/seq-1/,0
Isaiah 10:11 (KJV),"Shall I not, as I have done unto Samaria and her idols, so do to Jerusalem and her idols?",http://chroniclingamerica.loc.gov/lccn/sn84024738/1856-01-19/ed-1/seq-2/#words=shall+i+i+done+unto+samaria+idols+so+jerusalem+idols,,possibly,not have done,1,0.0526315789473684,0.471512265455863,0.0526315789473684,NA,NA,sn84024738/1856-01-19/ed-1/seq-2/,0.991418032427679
Matthew 28:20 (KJV),"Teaching them to observe all things whatsoever I have commanded you: and, lo, I am with you alway, even unto the end of the world. Amen.",http://chroniclingamerica.loc.gov/lccn/sn86069117/1900-01-12/ed-1/seq-1/#words=teaching+observe+all+things+whatsoever+i+commanded+you+lo+i+am+you+alway+even+unto+end+world+amen,,yes,alway even unto,10,0.256410256410256,2.38731236770648,0.256410256410256,30,8.40898989838322,sn86069117/1900-01-12/ed-1/seq-1/,0
Psalm 90:10 (KJV),"The days of our years are threescore years and ten; and if by reason of strength they be fourscore years, yet is their strength labour and sorrow; for it is soon cut off, and we fly away.",http://chroniclingamerica.loc.gov/lccn/sn83040592/1919-02-21/ed-1/seq-6/#words=days+our+years+threescore+years+ten+reason+strength+fourscore+years+yet+strength+labour+sorrow+soon+cut+off+we+fly+away,,no,cut off we,1,0.0196078431372549,0.189252553416105,0.0196078431372549,NA,NA,sn83040592/1919-02-21/ed-1/seq-6/,0.9867585085637
Matthew 26:9 (KJV),"For this ointment might have been sold for much, and given to the poor.",http://chroniclingamerica.loc.gov/lccn/sn89066996/1917-07-27/ed-1/seq-1/#words=ointment+might+been+sold+much+given+poor,,possibly,might have been,1,0.0666666666666667,0.570217862370215,0.0666666666666667,NA,NA,sn89066996/1917-07-27/ed-1/seq-1/,0.98722252970875
1 Thessalonians 4:4 (KJV),That every one of you should know how to possess his vessel in sanctification and honour;,http://chroniclingamerica.loc.gov/lccn/sn86091039/1908-09-08/ed-1/seq-4/#words=every+one+you+should+know+how+possess+vessel+sanctification+honour,,possibly,should know how,1,0.0555555555555556,0.513689728672954,0.0555555555555556,NA,NA,sn86091039/1908-09-08/ed-1/seq-4/,0.990719344174047
Luke 12:27 (KJV),"Consider the lilies how they grow: they toil not, they spin not; and yet I say unto you, that Solomon in all his glory was not arrayed like one of these.",http://chroniclingamerica.loc.gov/lccn/sn88064250/1892-01-30/ed-1/seq-2/#words=consider+lilies+how+grow+toil+spin+yet+i+say+unto+you+solomon+all+glory+arrayed+like+one,,yes,glory not arrayed like one,12,0.285714285714286,2.64183289031805,0.285714285714286,12,3.75277674973257,sn88064250/1892-01-30/ed-1/seq-2/,0
Deuteronomy 25:16 (KJV),"For all that do such things, and all that do unrighteously, are an abomination unto the LORD thy God.",http://chroniclingamerica.loc.gov/lccn/sn87065296/1839-12-07/ed-1/seq-4/#words=all+things+all+unrighteously+abomination+unto+lord+thy+god,,possibly,all such things,2,0.0588235294117647,1.13551532049663,0.117647058823529,603,426.385389055488,sn87065296/1839-12-07/ed-1/seq-4/,0.982504260038216
2 Corinthians 4:1 (KJV),"Therefore seeing we have this ministry, as we have received mercy, we faint not;",http://chroniclingamerica.loc.gov/lccn/sn78000395/1916-07-22/ed-1/seq-1/#words=therefore+seeing+we+ministry+we+received+mercy+we+faint,,no,we have received,1,0.037037037037037,0.316787701316786,0.037037037037037,NA,NA,sn78000395/1916-07-22/ed-1/seq-1/,0.989305143479969
2 Kings 14:14 (KJV),"And he took all the gold and silver, and all the vessels that were found in the house of the LORD, and in the treasures of the king's house, and hostages, and returned to Samaria.",http://chroniclingamerica.loc.gov/lccn/sn82016419/1874-06-19/ed-1/seq-1/#words=took+all+gold+silver+all+vessels+were+found+house+lord+treasures+king's+house+hostages+returned+samaria,,no,gold silver all,1,0.0078125,0.288950472378537,0.03125,NA,NA,sn82016419/1874-06-19/ed-1/seq-1/,0.992574631421963
1 Peter 5:4 (KJV),"And when the chief Shepherd shall appear, ye shall receive a crown of glory that fadeth not away.",http://chroniclingamerica.loc.gov/lccn/sn89058007/1903-10-02/ed-1/seq-4/#words=when+chief+shepherd+shall+appear+ye+shall+receive+crown+glory+fadeth+away,,yes,chief shepherd shall appear,7,0.241379310344828,2.31578263660142,0.241379310344828,27,9.1599542523291,sn89058007/1903-10-02/ed-1/seq-4/,0
Matthew 26:9 (KJV),"For this ointment might have been sold for much, and given to the poor.",http://chroniclingamerica.loc.gov/lccn/sn86069643/1922-03-30/ed-1/seq-4/#words=ointment+might+been+sold+much+given+poor,,possibly,have been sold,1,0.0666666666666667,0.616427674407545,0.0666666666666667,NA,NA,sn86069643/1922-03-30/ed-1/seq-4/,0.984353199371373
1 Corinthians 11:31 (KJV),"For if we would judge ourselves, we should not be judged.",http://chroniclingamerica.loc.gov/lccn/sn85038158/1876-05-11/ed-1/seq-3/#words=we+would+judge+ourselves+we+should+judged,,possibly,we should not,1,0.0555555555555556,0.475181551975179,0.0555555555555556,NA,NA,sn85038158/1876-05-11/ed-1/seq-3/,0.993395378547899
Acts 19:7 (KJV),And all the men were about twelve.,http://chroniclingamerica.loc.gov/lccn/sn86058545/1867-02-07/ed-1/seq-2/#words=all+men+were+about+twelve,,yes,all men were,1,0.333333333333333,2.91186316411573,0.333333333333333,NA,NA,sn86058545/1867-02-07/ed-1/seq-2/,0.990648862794349
James 1:7 (KJV),For let not that man think that he shall receive any thing of the Lord.,http://chroniclingamerica.loc.gov/lccn/sn89058007/1903-07-10/ed-1/seq-4/#words=let+man+think+shall+receive+any+thing+lord,,yes,think shall receive,9,0.5,4.76490609607355,0.5,9,2.93446947694317,sn89058007/1903-07-10/ed-1/seq-4/,0
Numbers 2:30 (KJV),"And his host, and those that were numbered of them, were fifty and three thousand and four hundred.",http://chroniclingamerica.loc.gov/lccn/sn87065532/1893-08-04/ed-1/seq-4/#words=host+those+were+numbered+were+fifty+three+thousand+four+hundred,,yes,them were three,1,0.2,1.79174660873228,0.2,NA,NA,sn87065532/1893-08-04/ed-1/seq-4/,0.988518557111147
Luke 18:16 (KJV),"But Jesus called them unto him, and said, Suffer little children to come unto me, and forbid them not: for of such is the kingdom of God.",http://chroniclingamerica.loc.gov/lccn/sn84021912/1892-12-24/ed-1/seq-2/#words=jesus+called+unto+said+suffer+little+children+come+unto+me+forbid+kingdom+god,,possibly,children come unto me,8,0.19047619047619,1.75437235372509,0.19047619047619,9,2.93446947694317,sn84021912/1892-12-24/ed-1/seq-2/,0
Ezra 2:1 (KJV),"Now these are the children of the province that went up out of the captivity, of those which had been carried away, whom Nebuchadnezzar the king of Babylon had carried away unto Babylon, and came again unto Jerusalem and Judah, every one unto his city;",http://chroniclingamerica.loc.gov/lccn/sn83016943/1895-03-02/ed-1/seq-1/#words=now+children+province+went+up+out+captivity+those+had+been+carried+away+whom+nebuchadnezzar+king+babylon+had+carried+away+unto+babylon+came+again+unto+jerusalem+judah+every+one+unto+city,,no,which had been,1,0.00263157894736842,0.112542999152016,0.0131578947368421,NA,NA,sn83016943/1895-03-02/ed-1/seq-1/,0.991711306090843
Luke 12:34 (KJV),"For where your treasure is, there will your heart be also.",http://chroniclingamerica.loc.gov/lccn/sn88064181/1914-03-27/ed-1/seq-7/#words=where+your+treasure+your+heart+also,,yes,treasure your heart,9,0.5,9.24641511611317,1,9,2.93446947694317,sn88064181/1914-03-27/ed-1/seq-7/,0
Psalm 137:6 (KJV),"If I do not remember thee, let my tongue cleave to the roof of my mouth; if I prefer not Jerusalem above my chief joy.",http://chroniclingamerica.loc.gov/lccn/sn83025661/1840-09-02/ed-1/seq-2/#words=i+remember+thee+let+my+tongue+cleave+roof+my+mouth+i+prefer+jerusalem+above+my+chief+joy,,yes,above chief joy,27,0.692307692307693,6.67167438322738,0.692307692307693,27,8.00231448001371,sn83025661/1840-09-02/ed-1/seq-2/,0
Hebrews 13:20 (KJV),"Now the God of peace, that brought again from the dead our Lord Jesus, that great shepherd of the sheep, through the blood of the everlasting covenant,",http://chroniclingamerica.loc.gov/lccn/sn84023416/1892-04-29/ed-1/seq-1/#words=now+god+peace+brought+again+dead+our+lord+jesus+great+shepherd+sheep+through+blood+everlasting+covenant,,yes,again dead our,11,0.289473684210526,2.78329519364017,0.289473684210526,12,3.75277674973257,sn84023416/1892-04-29/ed-1/seq-1/,0
Mark 3:20 (KJV),"And the multitude cometh together again, so that they could not so much as eat bread.",http://chroniclingamerica.loc.gov/lccn/sn84024718/1864-05-10/ed-1/seq-1/#words=multitude+cometh+together+again+so+could+so+much+eat+bread,,possibly,could not so much,2,0.0909090909090909,0.85901342456066,0.0909090909090909,3,1.52752523165195,sn84024718/1864-05-10/ed-1/seq-1/,0
2 Kings 16:19 (KJV),"Now the rest of the acts of Ahaz which he did, are they not written in the book of the chronicles of the kings of Judah?",http://chroniclingamerica.loc.gov/lccn/sn83045217/1921-09-10/ed-1/seq-1/#words=now+rest+acts+ahaz+did+written+book+chronicles+kings+judah,,possibly,which did not,1,0.0714285714285714,0.639909503118671,0.0714285714285714,NA,NA,sn83045217/1921-09-10/ed-1/seq-1/,0.989136968343997
Psalm 107:3 (KJV),"And gathered them out of the lands, from the east, and from the west, from the north, and from the south.",http://chroniclingamerica.loc.gov/lccn/sn86063579/1910-06-03/ed-1/seq-2/#words=gathered+out+lands+east+west+north+south,,possibly,east west north,1,0.0666666666666667,0.597248869577426,0.0666666666666667,NA,NA,sn86063579/1910-06-03/ed-1/seq-2/,0.985578175059659
2 Kings 12:8 (KJV),"And the priests consented to receive no more money of the people, neither to repair the breaches of the house.",http://chroniclingamerica.loc.gov/lccn/sn85038158/1877-01-25/ed-1/seq-3/#words=priests+consented+receive+more+money+people+neither+repair+breaches+house,,no,receive no more,1,0.0416666666666667,0.373280543485891,0.0416666666666667,NA,NA,sn85038158/1877-01-25/ed-1/seq-3/,0.993236404132891
Judges 12:6 (KJV),"Then said they unto him, Say now Shibboleth: and he said Sibboleth: for he could not frame to pronounce it right. Then they took him, and slew him at the passages of Jordan: and there fell at that time of the Ephraimites forty and two thousand.",http://chroniclingamerica.loc.gov/lccn/sn88076523/1911-11-03/ed-1/seq-1/#words=said+unto+say+now+shibboleth+said+sibboleth+could+frame+pronounce+right+took+slew+passages+jordan+fell+time+ephraimites+forty+two+thousand,,no,then took him,1,0.0172413793103448,0.154460914545886,0.0172413793103448,NA,NA,sn88076523/1911-11-03/ed-1/seq-1/,0.989144511476655
Ezekiel 38:20 (KJV),"So that the fishes of the sea, and the fowls of the heaven, and the beasts of the field, and all creeping things that creep upon the earth, and all the men that are upon the face of the earth, shall shake at my presence, and the mountains shall be thrown down, and the steep places shall fall, and every wall shall fall to the ground.",http://chroniclingamerica.loc.gov/lccn/sn86069161/1890-11-26/ed-1/seq-5/#words=so+fishes+sea+fowls+heaven+beasts+field+all+creeping+things+creep+upon+earth+all+men+upon+face+earth+shall+shake+my+presence+mountains+shall+thrown+down+steep+places+shall+fall+every+wall+shall+fall+ground,,no,earth all men,1,0.010989010989011,0.106064617848586,0.010989010989011,NA,NA,sn86069161/1890-11-26/ed-1/seq-5/,0.991514666829525
Matthew 24:25 (KJV),"Behold, I have told you before.",http://chroniclingamerica.loc.gov/lccn/sn84026925/1890-04-09/ed-1/seq-4/#words=behold+i+told+you+before,,yes,have told before,1,0.333333333333333,3.08213837203772,0.333333333333333,NA,NA,sn84026925/1890-04-09/ed-1/seq-4/,0.992295314615546
Psalm 107:3 (KJV),"And gathered them out of the lands, from the east, and from the west, from the north, and from the south.",http://chroniclingamerica.loc.gov/lccn/sn84027691/1874-04-30/ed-1/seq-5/#words=gathered+out+lands+east+west+north+south,,yes,east west north south,3,0.2,1.79174660873228,0.2,3,1.52752523165195,sn84027691/1874-04-30/ed-1/seq-5/,0
1 Chronicles 23:31 (KJV),"And to offer all burnt sacrifices unto the LORD in the sabbaths, in the new moons, and on the set feasts, by number, according to the order commanded unto them, continually before the LORD:",http://chroniclingamerica.loc.gov/lccn/sn90061556/1915-07-31/ed-1/seq-5/#words=offer+all+burnt+sacrifices+unto+lord+sabbaths+new+moons+set+feasts+number+according+order+commanded+unto+continually+before+lord,,no,them continually before,1,0.02,0.193037604484427,0.02,NA,NA,sn90061556/1915-07-31/ed-1/seq-5/,0.989213178948087
Hebrews 2:1 (KJV),"Therefore we ought to give the more earnest heed to the things which we have heard, lest at any time we should let them slip.",http://chroniclingamerica.loc.gov/lccn/sn83045160/1864-03-16/ed-1/seq-2/#words=therefore+we+ought+give+more+earnest+heed+things+we+heard+lest+any+time+we+should+let+slip,,no,we should let,1,0.0212765957446809,0.205359153706837,0.0212765957446809,NA,NA,sn83045160/1864-03-16/ed-1/seq-2/,0.993016935089428
Deuteronomy 20:1 (KJV),"When thou goest out to battle against thine enemies, and seest horses, and chariots, and a people more than thou, be not afraid of them: for the LORD thy God is with thee, which brought thee up out of the land of Egypt.",http://chroniclingamerica.loc.gov/lccn/sn84020751/1892-05-05/ed-1/seq-2/#words=when+thou+goest+out+battle+against+thine+enemies+seest+horses+chariots+people+more+than+thou+afraid+lord+thy+god+thee+brought+thee+up+out+land+egypt,,no,people more than,1,0.0149253731343284,0.144057913794348,0.0149253731343284,NA,NA,sn84020751/1892-05-05/ed-1/seq-2/,0.987016107833587
Zechariah 1:11 (KJV),"And they answered the angel of the LORD that stood among the myrtle trees, and said, We have walked to and fro through the earth, and, behold, all the earth sitteth still, and is at rest.",http://chroniclingamerica.loc.gov/lccn/sn89081022/1903-01-14/ed-1/seq-6/#words=answered+angel+lord+stood+among+myrtle+trees+said+we+walked+fro+through+earth+behold+all+earth+sitteth+still+rest,,possibly,among myrtle trees,3,0.06,0.537523982619683,0.06,3,1.52752523165195,sn89081022/1903-01-14/ed-1/seq-6/,6.81880921973501e-236
Mark 9:12 (KJV),"And he answered and told them, Elias verily cometh first, and restoreth all things; and how it is written of the Son of man, that he must suffer many things, and be set at nought.",http://chroniclingamerica.loc.gov/lccn/sn90061556/1915-02-13/ed-1/seq-5/#words=answered+told+elias+verily+cometh+first+restoreth+all+things+how+written+son+man+must+suffer+many+things+set+nought,,no,suffer many things,1,0.0196078431372549,0.16771113599124,0.0196078431372549,NA,NA,sn90061556/1915-02-13/ed-1/seq-5/,0.9883228764388
Luke 12:27 (KJV),"Consider the lilies how they grow: they toil not, they spin not; and yet I say unto you, that Solomon in all his glory was not arrayed like one of these.",http://chroniclingamerica.loc.gov/lccn/sn85033535/1874-06-20/ed-1/seq-4/#words=consider+lilies+how+grow+toil+spin+yet+i+say+unto+you+solomon+all+glory+arrayed+like+one,,yes,unto solomon all glory not,16,0.380952380952381,3.5514056471937,0.380952380952381,36,8.30035139818389,sn85033535/1874-06-20/ed-1/seq-4/,0
Hebrews 10:24 (KJV),And let us consider one another to provoke unto love and to good works:,http://chroniclingamerica.loc.gov/lccn/sn85052141/1916-10-12/ed-1/seq-6/#words=let+us+consider+one+another+provoke+unto+love+good+works,,yes,consider one another provoke,18,0.857142857142857,8.27304019218972,0.857142857142857,96,33.7275221686086,sn85052141/1916-10-12/ed-1/seq-6/,0
Job 37:5 (KJV),"God thundereth marvellously with his voice; great things doeth he, which we cannot comprehend.",http://chroniclingamerica.loc.gov/lccn/sn85026050/1866-05-18/ed-1/seq-2/#words=god+thundereth+marvellously+voice+great+things+doeth+we+cannot+comprehend,,no,which we cannot,1,0.0104166666666667,0.385267296504716,0.0416666666666667,NA,NA,sn85026050/1866-05-18/ed-1/seq-2/,0.991451345888684
