reference,url,match
Job 39:21 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85047084/1885-03-26/ed-1/seq-4/#words=paweth+valley+rejoiceth+strength+goeth+meet+armed+men,TRUE
1 Samuel 1:28 (KJV),http://chroniclingamerica.loc.gov/lccn/sn98069867/1919-01-06/ed-1/seq-8/#words=therefore+also+i+lent+lord+long+liveth+shall+lent+lord+worshipped+lord,FALSE
2 Corinthians 11:6 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84026897/1869-07-07/ed-1/seq-5/#words=though+i+rude+speech+yet+knowledge+we+been+throughly+made+manifest+among+you+all+things,FALSE
1 Corinthians 8:7 (KJV),http://chroniclingamerica.loc.gov/lccn/sn95069780/1902-08-07/ed-1/seq-5/#words=howbeit+every+man+knowledge+some+conscience+idol+unto+hour+eat+thing+offered+unto+idol+conscience+being+weak+defiled,FALSE
Isaiah 29:15 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83035174/1869-05-12/ed-1/seq-1/#words=woe+unto+seek+deep+hide+counsel+lord+works+dark+say+seeth+us+knoweth+us,TRUE
Ezra 2:4 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84026536/1868-11-27/ed-1/seq-1/#words=children+shephatiah+three+hundred+seventy+two,FALSE
Jeremiah 48:4 (KJV),http://chroniclingamerica.loc.gov/lccn/sn99063954/1893-08-21/ed-1/seq-3/#words=moab+destroyed+little+ones+caused+cry+heard,FALSE
Matthew 8:8 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84036012/1898-01-10/ed-1/seq-3/#words=centurion+answered+said+lord+i+am+worthy+thou+shouldest+come+under+my+roof+speak+word+only+my+servant+shall+healed,FALSE
Psalm 116:2 (KJV),http://chroniclingamerica.loc.gov/lccn/sn88064122/1910-06-11/ed-1/seq-5/#words=because+hath+inclined+ear+unto+me+therefore+i+call+upon+long+i+live,FALSE
1 Chronicles 9:24 (KJV),http://chroniclingamerica.loc.gov/lccn/sn90059522/1884-03-22/ed-1/seq-6/#words=four+quarters+were+porters+toward+east+west+north+south,FALSE
Psalm 73:14 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83030193/1887-10-10/ed-1/seq-3/#words=all+day+long+i+been+plagued+chastened+every+morning,FALSE
Luke 12:44 (KJV),http://chroniclingamerica.loc.gov/lccn/sn93067976/1852-01-16/ed-1/seq-2/#words=truth+i+say+unto+you+make+ruler+over+all+hath,FALSE
Mark 8:21 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83032199/1877-01-17/ed-1/seq-2/#words=said+unto+how+ye+understand,FALSE
1 Thessalonians 1:8 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86072143/1876-06-30/ed-1/seq-2/#words=you+sounded+out+word+lord+only+macedonia+achaia+also+every+place+your+faith+god+ward+spread+abroad+so+we+need+speak+any+thing,FALSE
Matthew 26:72 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85025584/1858-06-24/ed-1/seq-1/#words=again+denied+oath+i+know+man,FALSE
Hebrews 1:4 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86083274/1889-12-13/ed-1/seq-3/#words=being+made+so+much+better+than+angels+hath+inheritance+obtained+more+excellent+name+than,FALSE
Hebrews 13:9 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84026688/1903-09-17/ed-1/seq-4/#words=carried+about+divers+strange+doctrines+good+thing+heart+established+grace+meats+profited+been+occupied+therein,FALSE
John 5:46 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84026912/1921-01-26/ed-1/seq-3/#words=had+ye+believed+moses+ye+would+believed+me+wrote+me,TRUE
Nehemiah 7:12 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86053696/1881-07-16/ed-1/seq-4/#words=children+elam+thousand+two+hundred+fifty+four,FALSE
Ezekiel 48:17 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84024518/1852-04-10/ed-1/seq-2/#words=suburbs+city+shall+toward+north+two+hundred+fifty+toward+south+two+hundred+fifty+toward+east+two+hundred+fifty+toward+west+two+hundred+fifty,FALSE
2 Samuel 24:13 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85025431/1898-11-23/ed-1/seq-8/#words=so+gad+came+david+told+said+unto+shall+seven+years+famine+come+unto+thee+thy+land+wilt+thou+flee+three+months+before+thine+enemies+while+pursue+thee+three+days+pestilence+thy+land+now+advise+see+what+answer+i+shall+return+sent+me,FALSE
Genesis 31:49 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83035565/1913-11-27/ed-1/seq-3/#words=mizpah+said+lord+watch+between+me+thee+when+we+absent+one+another,TRUE
Isaiah 40:8 (KJV),http://chroniclingamerica.loc.gov/lccn/sn97067613/1889-08-29/ed-1/seq-4/#words=grass+withereth+flower+fadeth+word+our+god+shall+stand+ever,TRUE
John 10:1 (KJV),http://chroniclingamerica.loc.gov/lccn/sn88056164/1900-12-14/ed-1/seq-2/#words=verily+verily+i+say+unto+you+entereth+door+sheepfold+climbeth+up+some+other+way+same+thief+robber,FALSE
Nehemiah 7:17 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83045784/1857-03-28/ed-1/seq-5/#words=children+azgad+two+thousand+three+hundred+twenty+two,FALSE
1 Chronicles 5:21 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85038078/1846-07-23/ed-1/seq-3/#words=took+away+cattle+camels+fifty+thousand+sheep+two+hundred+fifty+thousand+asses+two+thousand+men+hundred+thousand,FALSE
1 Corinthians 9:5 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83030272/1868-09-12/ed-1/seq-1/#words=we+power+lead+about+sister+wife+well+other+apostles+brethren+lord+cephas,FALSE
Psalm 148:12 (KJV),http://chroniclingamerica.loc.gov/lccn/sn89067274/1886-06-24/ed-1/seq-1/#words=both+young+men+maidens+old+men+children,FALSE
Mark 16:14 (KJV),http://chroniclingamerica.loc.gov/lccn/sn91066782/1906-06-08/ed-1/seq-1/#words=afterward+appeared+unto+eleven+sat+meat+upbraided+unbelief+hardness+heart+because+believed+had+seen+after+risen,FALSE
Matthew 6:13 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86072143/1876-12-01/ed-1/seq-1/#words=lead+us+temptation+deliver+us+evil+thine+kingdom+power+glory+ever+amen,TRUE
John 3:15 (KJV),http://chroniclingamerica.loc.gov/lccn/sn89066651/1919-12-11/ed-1/seq-29/#words=whosoever+believeth+should+perish+eternal+life,TRUE
1 Thessalonians 5:21 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84020714/1884-11-14/ed-1/seq-1/#words=prove+all+things+hold+fast+good,FALSE
Proverbs 29:20 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85025620/1883-05-24/ed-1/seq-4/#words=seest+thou+man+hasty+words+more+hope+fool+than,FALSE
Matthew 5:29 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84024718/1869-06-29/ed-1/seq-1/#words=thy+right+eye+offend+thee+pluck+out+cast+thee+profitable+thee+one+thy+members+should+perish+thy+whole+body+should+cast+hell,TRUE
Ezekiel 24:19 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85025584/1858-07-22/ed-2/seq-2/#words=people+said+unto+me+wilt+thou+tell+us+what+things+us+thou+doest+so,FALSE
1 Timothy 2:12 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86069867/1899-12-10/ed-1/seq-4/#words=i+suffer+woman+teach+nor+usurp+authority+over+man+silence,TRUE
2 Kings 2:24 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86069867/1899-12-10/ed-1/seq-2/#words=turned+back+looked+cursed+name+lord+came+forth+two+bears+out+wood+tare+forty+two+children,TRUE
Psalm 72:5 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86069620/1897-07-08/ed-1/seq-3/#words=shall+fear+thee+long+sun+moon+endure+throughout+all+generations,FALSE
Isaiah 12:1 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83032199/1867-10-03/ed-1/seq-4/#words=day+thou+shalt+say+o+lord+i+praise+thee+though+thou+wast+angry+me+thine+anger+turned+away+thou+comfortedst+me,TRUE
John 12:1 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85030287/1910-05-19/ed-1/seq-6/#words=jesus+six+days+before+passover+came+bethany+where+lazarus+had+been+dead+whom+raised+dead,FALSE
Ezra 2:10 (KJV),http://chroniclingamerica.loc.gov/lccn/sn88064122/1910-06-11/ed-1/seq-7/#words=children+bani+six+hundred+forty+two,FALSE
Genesis 23:9 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86053634/1882-09-20/ed-1/seq-4/#words=may+give+me+cave+machpelah+hath+end+field+much+money+worth+shall+give+me+possession+buryingplace+amongst+you,FALSE
Matthew 23:30 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85033371/1865-11-24/ed-1/seq-2/#words=say+we+had+been+days+our+fathers+we+would+been+partakers+blood+prophets,FALSE
John 10:37 (KJV),http://chroniclingamerica.loc.gov/lccn/sn82015015/1842-05-17/ed-1/seq-1/#words=i+works+my+father+believe+me,FALSE
Job 33:24 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85026941/1898-06-03/ed-1/seq-1/#words=gracious+unto+saith+deliver+going+down+pit+i+found+ransom,TRUE
Hebrews 10:25 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86053954/1852-07-08/ed-1/seq-3/#words=forsaking+assembling+ourselves+together+manner+some+exhorting+one+another+so+much+more+ye+see+day+approaching,FALSE
Job 31:18 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84024558/1856-06-14/ed-1/seq-1/#words=my+youth+brought+up+me+father+i+guided+my+mother's+womb,FALSE
2 Corinthians 13:8 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86069675/1921-02-24/ed-1/seq-7/#words=we+can+nothing+against+truth+truth,FALSE
Ephesians 4:5 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84026925/1879-11-27/ed-1/seq-4/#words=one+lord+one+faith+one+baptism,TRUE
Mark 9:24 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86071197/1894-01-22/ed-1/seq-7/#words=straightway+father+child+cried+out+said+tears+lord+i+believe+help+thou+mine+unbelief,TRUE
2 Kings 20:11 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86058890/1848-02-22/ed-1/seq-3/#words=isaiah+prophet+cried+unto+lord+brought+shadow+ten+degrees+backward+had+gone+down+dial+ahaz,FALSE
Acts 24:9 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86053634/1882-02-01/ed-1/seq-4/#words=jews+also+assented+saying+things+were+so,FALSE
Luke 11:13 (KJV),http://chroniclingamerica.loc.gov/lccn/sn88064020/1911-03-16/ed-1/seq-4/#words=ye+being+evil+know+how+give+good+gifts+unto+your+children+how+much+more+shall+your+heavenly+father+give+holy+spirit+ask,TRUE
2 Samuel 24:9 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86064205/1889-08-10/ed-1/seq-4/#words=joab+gave+up+sum+number+people+unto+king+were+israel+eight+hundred+thousand+valiant+men+drew+sword+men+judah+were+five+hundred+thousand+men,FALSE
1 Samuel 10:15 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86069620/1899-01-26/ed-1/seq-4/#words=saul's+uncle+said+tell+me+i+pray+thee+what+samuel+said+unto+you,FALSE
2 Chronicles 36:21 (KJV),http://chroniclingamerica.loc.gov/lccn/sn97065089/1856-06-14/ed-1/seq-1/#words=fulfil+word+lord+mouth+jeremiah+until+land+had+enjoyed+sabbaths+long+lay+desolate+kept+sabbath+fulfil+threescore+ten+years,FALSE
Nehemiah 7:32 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83016474/1840-04-28/ed-1/seq-3/#words=men+bethel+ai+hundred+twenty+three,FALSE
Ephesians 4:5 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86071197/1901-12-16/ed-1/seq-6/#words=one+lord+one+faith+one+baptism,TRUE
Proverbs 4:21 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83016475/1840-11-14/ed-1/seq-2/#words=let+depart+thine+eyes+keep+midst+thine+heart,FALSE
Mark 1:3 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86072143/1876-08-25/ed-1/seq-2/#words=voice+one+crying+wilderness+prepare+ye+way+lord+make+paths+straight,TRUE
Matthew 26:9 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86086633/1912-04-16/ed-1/seq-7/#words=ointment+might+been+sold+much+given+poor,FALSE
1 Samuel 17:40 (KJV),http://chroniclingamerica.loc.gov/lccn/sn97067613/1889-08-29/ed-1/seq-4/#words=took+staff+hand+chose+five+smooth+stones+out+brook+put+shepherd's+bag+had+even+scrip+sling+hand+drew+near+philistine,TRUE
Judges 20:46 (KJV),http://chroniclingamerica.loc.gov/lccn/sn93055779/1908-05-30/ed-1/seq-2/#words=so+all+fell+day+benjamin+were+twenty+five+thousand+men+drew+sword+all+were+men+valour,FALSE
Deuteronomy 31:13 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83045784/1863-07-16/ed-1/seq-4/#words=children+known+any+thing+may+hear+learn+fear+lord+your+god+long+ye+live+land+whither+ye+go+over+jordan+possess,FALSE
Acts 11:19 (KJV),http://chroniclingamerica.loc.gov/lccn/sn88064175/1877-06-09/ed-1/seq-1/#words=now+were+scattered+abroad+upon+persecution+arose+about+stephen+travelled+far+phenice+cyprus+antioch+preaching+word+none+unto+jews+only,FALSE
Luke 8:8 (KJV),http://chroniclingamerica.loc.gov/lccn/sn94052364/1890-08-30/ed-1/seq-4/#words=other+fell+good+ground+sprang+up+bare+fruit+hundredfold+when+had+said+things+cried+hath+ears+hear+let+hear,FALSE
Ezra 2:5 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84038125/1876-03-03/ed-1/seq-3/#words=children+arah+seven+hundred+seventy+five,FALSE
Revelation 10:4 (KJV),http://chroniclingamerica.loc.gov/lccn/sn97067589/1910-02-11/ed-1/seq-4/#words=when+seven+thunders+had+uttered+voices+i+about+write+i+heard+voice+heaven+saying+unto+me+seal+up+those+things+seven+thunders+uttered+write,FALSE
Philippians 4:7 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85042907/1911-05-20/ed-1/seq-2/#words=peace+god+passeth+all+understanding+shall+keep+your+hearts+minds+through+christ+jesus,TRUE
Matthew 11:23 (KJV),http://chroniclingamerica.loc.gov/lccn/sn89058370/1887-10-05/ed-1/seq-3/#words=thou+capernaum+art+exalted+unto+heaven+shalt+brought+down+hell+mighty+works+been+done+thee+had+been+done+sodom+would+remained+until+day,FALSE
Romans 8:32 (KJV),http://chroniclingamerica.loc.gov/lccn/sn94060041/1894-05-12/ed-1/seq-1/#words=spared+own+son+delivered+up+us+all+how+shall+also+freely+give+us+all+things,TRUE
Romans 9:14 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84028385/1866-02-14/ed-1/seq-1/#words=what+shall+we+say+unrighteousness+god+god+forbid,FALSE
Hosea 6:4 (KJV),http://chroniclingamerica.loc.gov/lccn/sn94056446/1908-06-12/ed-1/seq-2/#words=o+ephraim+what+shall+i+unto+thee+o+judah+what+shall+i+unto+thee+your+goodness+morning+cloud+early+dew+goeth+away,FALSE
Hosea 4:17 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85033429/1869-08-26/ed-1/seq-3/#words=ephraim+joined+idols+let+alone,FALSE
Ezra 2:4 (KJV),http://chroniclingamerica.loc.gov/lccn/sn88064328/1913-03-01/ed-1/seq-6/#words=children+shephatiah+three+hundred+seventy+two,FALSE
Proverbs 23:31 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84024718/1873-03-18/ed-1/seq-1/#words=look+thou+upon+wine+when+red+when+giveth+colour+cup+when+moveth+itself+aright,TRUE
Deuteronomy 11:1 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83016925/1887-03-30/ed-1/seq-4/#words=therefore+thou+shalt+love+lord+thy+god+keep+charge+statutes+judgments+commandments+alway,FALSE
Mark 14:45 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84026925/1892-05-04/ed-1/seq-4/#words=soon+come+goeth+straightway+saith+master+master+kissed,FALSE
1 Samuel 17:48 (KJV),http://chroniclingamerica.loc.gov/lccn/sn97067613/1889-08-29/ed-1/seq-4/#words=came+pass+when+philistine+arose+came+drew+nigh+meet+david+david+hasted+ran+toward+army+meet+philistine,TRUE
Ezra 2:12 (KJV),http://chroniclingamerica.loc.gov/lccn/sn78000395/1903-08-29/ed-1/seq-2/#words=children+azgad+thousand+two+hundred+twenty+two,FALSE
Job 5:7 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84026909/1884-03-13/ed-1/seq-3/#words=yet+man+born+unto+trouble+sparks+fly+upward,TRUE
Matthew 12:25 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84020109/1875-10-07/ed-1/seq-1/#words=jesus+knew+thoughts+said+unto+every+kingdom+divided+against+itself+brought+desolation+every+city+house+divided+against+itself+shall+stand,FALSE
Romans 10:9 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86072143/1872-04-05/ed-1/seq-3/#words=thou+shalt+confess+thy+mouth+lord+jesus+shalt+believe+thine+heart+god+hath+raised+dead+thou+shalt+saved,TRUE
Job 3:17 (KJV),http://chroniclingamerica.loc.gov/lccn/sn89058128/1899-03-16/ed-1/seq-2/#words=wicked+cease+troubling+weary+rest,TRUE
Matthew 5:14 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83035595/1860-05-18/ed-1/seq-1/#words=ye+light+world+city+set+hill+cannot+hid,TRUE
Luke 9:25 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85033781/1896-02-26/ed-1/seq-6/#words=what+man+advantaged+gain+whole+world+lose+himself+cast+away,TRUE
Romans 8:16 (KJV),http://chroniclingamerica.loc.gov/lccn/sn88064020/1921-07-28/ed-1/seq-7/#words=spirit+itself+beareth+witness+our+spirit+we+children+god,TRUE
Leviticus 10:16 (KJV),http://chroniclingamerica.loc.gov/lccn/sn88064537/1892-06-04/ed-1/seq-3/#words=moses+diligently+sought+goat+sin+offering+behold+burnt+angry+eleazar+ithamar+sons+aaron+were+left+alive+saying,FALSE
Exodus 20:3 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84026409/1892-09-21/ed-1/seq-1/#words=thou+shalt+other+gods+before+me,FALSE
Nehemiah 7:30 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84024738/1856-04-29/ed-1/seq-2/#words=men+ramah+geba+six+hundred+twenty+one,FALSE
Numbers 23:10 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85038102/1898-01-14/ed-1/seq-6/#words=can+count+dust+jacob+number+fourth+part+israel+let+me+die+death+righteous+let+my+last+end+like,TRUE
Ephesians 1:2 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83025323/1914-06-25/ed-1/seq-1/#words=grace+you+peace+god+our+father+lord+jesus+christ,FALSE
Mark 8:36 (KJV),http://chroniclingamerica.loc.gov/lccn/sn87075048/1900-06-21/ed-1/seq-2/#words=what+shall+profit+man+shall+gain+whole+world+lose+own+soul,TRUE
Matthew 5:8 (KJV),http://chroniclingamerica.loc.gov/lccn/sn88061077/1868-03-13/ed-1/seq-3/#words=blessed+pure+heart+shall+see+god,TRUE
Romans 6:6 (KJV),http://chroniclingamerica.loc.gov/lccn/sn88064317/1913-02-06/ed-1/seq-2/#words=knowing+our+old+man+crucified+body+sin+might+destroyed+henceforth+we+should+serve+sin,FALSE
Matthew 5:37 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86071045/1881-04-27/ed-1/seq-3/#words=let+your+communication+yea+yea+nay+nay+whatsoever+more+than+cometh+evil,TRUE
John 5:5 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85052141/1874-08-14/ed-1/seq-3/#words=certain+man+had+infirmity+thirty+eight+years,FALSE
Proverbs 22:1 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83004226/1912-09-27/ed-1/seq-6/#words=good+name+rather+chosen+than+great+riches+loving+favour+rather+than+silver+gold,TRUE
1 Samuel 17:20 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85033386/1873-09-05/ed-1/seq-4/#words=david+rose+up+early+morning+left+sheep+keeper+took+went+jesse+had+commanded+came+trench+host+going+forth+fight+shouted+battle,FALSE
Matthew 26:11 (KJV),http://chroniclingamerica.loc.gov/lccn/sn88056164/1900-02-02/ed-1/seq-4/#words=ye+poor+always+you+me+ye+always,FALSE
Psalm 46:2 (KJV),http://chroniclingamerica.loc.gov/lccn/sn90059228/1881-06-01/ed-1/seq-2/#words=therefore+we+fear+though+earth+removed+though+mountains+carried+midst+sea,TRUE
Psalm 4:5 (KJV),http://chroniclingamerica.loc.gov/lccn/sn82016014/1917-02-01/ed-1/seq-8/#words=offer+sacrifices+righteousness+put+your+trust+lord,FALSE
Hebrews 10:23 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85052141/1916-10-12/ed-1/seq-6/#words=let+us+hold+fast+profession+our+faith+without+wavering+faithful+promised,TRUE
Luke 2:15 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84030186/1861-09-26/ed-1/seq-2/#words=came+pass+angels+were+gone+away+heaven+shepherds+said+one+another+let+us+now+go+even+unto+bethlehem+see+thing+come+pass+lord+hath+made+known+unto+us,FALSE
Luke 18:29 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84024718/1873-02-11/ed-1/seq-2/#words=said+unto+verily+i+say+unto+you+man+hath+left+house+parents+brethren+wife+children+kingdom+god's+sake,FALSE
Deuteronomy 12:19 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83021327/1877-05-31/ed-1/seq-2/#words=take+heed+thyself+thou+forsake+levite+long+thou+livest+upon+earth,FALSE
Revelation 1:5 (KJV),http://chroniclingamerica.loc.gov/lccn/sn94060041/1894-03-03/ed-1/seq-1/#words=jesus+christ+faithful+witness+first+begotten+dead+prince+kings+earth+unto+loved+us+washed+us+our+sins+own+blood,TRUE
Genesis 2:25 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85038145/1868-07-30/ed-1/seq-1/#words=were+both+naked+man+wife+were+ashamed,FALSE
Job 12:3 (KJV),http://chroniclingamerica.loc.gov/lccn/sn93061428/1910-10-21/ed-1/seq-1/#words=i+understanding+well+you+i+am+inferior+you+yea+knoweth+things,FALSE
Luke 12:41 (KJV),http://chroniclingamerica.loc.gov/lccn/sn88064181/1914-03-06/ed-1/seq-7/#words=peter+said+unto+lord+speakest+thou+parable+unto+us+even+all,TRUE
Revelation 20:11 (KJV),http://chroniclingamerica.loc.gov/lccn/sn94060041/1894-03-03/ed-1/seq-1/#words=i+saw+great+white+throne+sat+whose+face+earth+heaven+fled+away+found+place,TRUE
1 Corinthians 5:2 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85025182/1866-01-10/ed-1/seq-2/#words=ye+puffed+up+rather+mourned+hath+done+deed+might+taken+away+among+you,FALSE
1 Corinthians 11:31 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84024283/1910-08-11/ed-1/seq-7/#words=we+would+judge+ourselves+we+should+judged,FALSE
1 Thessalonians 5:13 (KJV),http://chroniclingamerica.loc.gov/lccn/sn82005159/1858-01-08/ed-1/seq-3/#words=esteem+very+highly+love+work's+sake+peace+among+yourselves,TRUE
Deuteronomy 1:32 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84038034/1858-04-29/ed-1/seq-2/#words=yet+thing+ye+did+believe+lord+your+god,FALSE
1 Samuel 25:28 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83030313/1846-04-05/ed-1/seq-1/#words=i+pray+thee+forgive+trespass+thine+handmaid+lord+certainly+make+my+lord+sure+house+because+my+lord+fighteth+battles+lord+evil+hath+been+found+thee+all+thy+days,FALSE
Ezekiel 1:6 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86091188/1920-10-15/ed-1/seq-8/#words=every+one+had+four+faces+every+one+had+four+wings,FALSE
Matthew 23:30 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84020109/1875-03-04/ed-1/seq-1/#words=say+we+had+been+days+our+fathers+we+would+been+partakers+blood+prophets,FALSE
Job 42:10 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85038121/1876-07-27/ed-1/seq-4/#words=lord+turned+captivity+job+when+prayed+friends+also+lord+gave+job+twice+much+had+before,FALSE
John 21:22 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84020558/1908-02-10/ed-1/seq-3/#words=jesus+saith+unto+i+tarry+till+i+come+what+thee+follow+thou+me,TRUE
Ephesians 6:12 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84028272/1891-11-25/ed-1/seq-7/#words=we+wrestle+against+flesh+blood+against+principalities+against+powers+against+rulers+darkness+world+against+spiritual+wickedness+high+places,TRUE
Nehemiah 7:12 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84024718/1873-04-15/ed-1/seq-3/#words=children+elam+thousand+two+hundred+fifty+four,FALSE
Isaiah 5:6 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83045784/1857-03-21/ed-1/seq-7/#words=i+lay+waste+shall+pruned+nor+digged+shall+come+up+briers+thorns+i+also+command+clouds+rain+rain+upon,FALSE
Psalm 22:11 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84038034/1858-03-25/ed-1/seq-1/#words=far+me+trouble+near+none+help,FALSE
Ezra 2:28 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85038158/1876-05-11/ed-1/seq-3/#words=men+bethel+ai+two+hundred+twenty+three,FALSE
2 Corinthians 11:4 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84023209/1867-04-24/ed-1/seq-3/#words=cometh+preacheth+another+jesus+whom+we+preached+ye+receive+another+spirit+ye+received+another+gospel+ye+accepted+ye+might+well+bear,FALSE
Ezekiel 16:47 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85038615/1910-11-23/ed-1/seq-9/#words=yet+hast+thou+walked+after+ways+nor+done+after+abominations+were+very+little+thing+thou+wast+corrupted+more+than+all+thy+ways,FALSE
Hebrews 11:15 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84038582/1874-06-27/ed-1/seq-4/#words=truly+had+been+mindful+country+whence+came+out+might+had+opportunity+returned,FALSE
Leviticus 7:10 (KJV),http://chroniclingamerica.loc.gov/lccn/sn89066996/1917-09-14/ed-1/seq-5/#words=every+meat+offering+mingled+oil+dry+shall+all+sons+aaron+one+much+another,FALSE
Matthew 6:11 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84024718/1869-11-09/ed-1/seq-1/#words=give+us+day+our+daily+bread,TRUE
Joshua 9:4 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83016475/1840-11-14/ed-1/seq-2/#words=did+work+wilily+went+made+had+been+ambassadors+took+old+sacks+upon+asses+wine+bottles+old+rent+bound+up,FALSE
Proverbs 8:11 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83025313/1913-11-21/ed-1/seq-6/#words=wisdom+better+than+rubies+all+things+may+desired+compared,TRUE
Luke 12:43 (KJV),http://chroniclingamerica.loc.gov/lccn/sn88064181/1914-03-27/ed-1/seq-7/#words=blessed+servant+whom+lord+when+cometh+shall+find+so+doing,TRUE
Romans 6:8 (KJV),http://chroniclingamerica.loc.gov/lccn/sn82016419/1877-07-27/ed-1/seq-1/#words=now+we+dead+christ+we+believe+we+shall+also+live,FALSE
1 Corinthians 9:5 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86083264/1905-09-21/ed-1/seq-3/#words=we+power+lead+about+sister+wife+well+other+apostles+brethren+lord+cephas,FALSE
Luke 4:16 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85038088/1882-03-09/ed-1/seq-4/#words=came+nazareth+where+had+been+brought+up+custom+went+synagogue+sabbath+day+stood+up+read,FALSE
